1,1,1
1,0.9803921568627449,0
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,0.9803921568627449,0
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,1,1
1,1,1
1,0.9803921568627449,0
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
1,0.9803921568627449,0
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,0.9803921568627449,0
1,0.9803921568627449,0
1,1,1
1,0.9803921568627449,0
1,0.9803921568627449,0
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,0.9803921568627449,0
1,1,1
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
1,0.9803921568627449,0
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
1,0.454901960784314,0.0392156862745098
0.909803921568627,0.874509803921569,0.698039215686274
1,0.454901960784314,0.0392156862745098
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
1,1,1
1,1,1
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
0.909803921568627,0.874509803921569,0.698039215686274
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
1,0.454901960784314,0.0392156862745098
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,0.9803921568627449,0
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
0.909803921568627,0.874509803921569,0.698039215686274
1,0.9803921568627449,0
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
0.909803921568627,0.874509803921569,0.698039215686274
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
1,0.454901960784314,0.0392156862745098
0.631372549019608,0.666666666666667,0.105882352941176
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
1,0.9803921568627449,0
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.9803921568627449,0
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
1,0.9803921568627449,0
1,0.9803921568627449,0
0.631372549019608,0.666666666666667,0.105882352941176
1,0.9803921568627449,0
1,0.9803921568627449,0
1,1,1
1,0.9803921568627449,0
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
0.631372549019608,0.666666666666667,0.105882352941176
0.631372549019608,0.666666666666667,0.105882352941176
0.909803921568627,0.874509803921569,0.698039215686274
0.909803921568627,0.874509803921569,0.698039215686274
1,0.454901960784314,0.0392156862745098
1,1,1
1,1,1
0.909803921568627,0.874509803921569,0.698039215686274
1,1,1
1,0.454901960784314,0.0392156862745098
1,1,1
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
1,0.454901960784314,0.0392156862745098
